input,lon,lat,status,distance_to_nature_m,date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,Efficiency_Era,full_address,city_median_sqm_price,Price_Deviation_%,Nature_Proximity
"Kindhestegade 9, 1, 4700 Næstved",11.75648553,55.23150168,success,50127.96103228144,2023-04-18,2023Q2,109495,Apartment,regular_sale,1888,4075000,0.0,4,130.0,31346.154,"Kindhestegade 9, 1",4700,Næstved,Other islands,Zealand,2.6,3.31,4.79,G/F (Pre-Insulation),"Kindhestegade 9, 1, 4700 Næstved",11089.69873046875,182.6601069941783,Distant (>10km)
"Spånbjergvej 15, 4792 Askeby",12.19885144,54.91008752,success,78790.69973570926,2022-07-28,2022Q3,162418,Villa,regular_sale,1875,950000,-9.0,4,168.0,5654.7617,Spånbjergvej 15,4792,Askeby,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Spånbjergvej 15, 4792 Askeby",7455.08935546875,-24.14897462493998,Distant (>10km)
"Storkevænget 54, 4050 Skibby",11.87097993,55.7436637,success,20170.84220835769,2022-05-20,2022Q2,177992,Summerhouse,regular_sale,1979,995000,0.0,3,66.0,15075.758,Storkevænget 54,4050,Skibby,Other islands,Zealand,0.0,7.7,3.73,D (Standard),"Storkevænget 54, 4050 Skibby",11721.44384765625,28.616900856582262,Distant (>10km)
"Stagebjergparken 75, 6051 Almind",9.47946537,55.56030499,success,34484.837457390706,2023-08-08,2023Q3,80016,Villa,regular_sale,2005,3070000,-4.0,7,187.0,16417.111,Stagebjergparken 75,6051,Almind,South jutland,Jutland,3.1,3.31,4.79,C (Modern),"Stagebjergparken 75, 6051 Almind",9655.63232421875,70.02626836718672,Distant (>10km)
"Tjørnevej 10, 7500 Holstebro",8.6497321,56.34441045,success,9847.49576499273,2024-09-11,2024Q3,41973,Villa,regular_sale,1968,1650000,0.0,4,107.0,15420.561,Tjørnevej 10,7500,Holstebro,South jutland,Jutland,3.35,1.13,4.34,E (Minimal),"Tjørnevej 10, 7500 Holstebro",10259.25341796875,50.3087984927479,Nearby (5-10km)
"Tranbjerg Hovedgade 43, 8310 Tranbjerg J",10.13613689,56.09481061,success,72664.51059293986,2024-04-18,2024Q2,19270,Villa,regular_sale,1904,3775000,-3.0,3,166.0,22740.963,Tranbjerg Hovedgade 43,8310,Tranbjerg J,East & mid jutland,Jutland,3.6,1.13,4.34,G/F (Pre-Insulation),"Tranbjerg Hovedgade 43, 8310 Tranbjerg J",16764.705078125,35.647855328501834,Distant (>10km)
"Constantiavej 6, 9900 Frederikshavn",10.52825356,57.44899584,success,52867.80383698893,2022-06-09,2022Q2,173241,Villa,regular_sale,1932,1050000,-12.0,4,182.0,5769.231,Constantiavej 6,9900,Frederikshavn,North jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Constantiavej 6, 9900 Frederikshavn",7594.9365234375,-24.038457211225357,Distant (>10km)
"Hans Povlsensvej 9, 9240 Nibe",9.63607355,56.97448079,success,14652.582517689892,2023-03-27,2023Q1,114482,Villa,regular_sale,1971,1600000,-6.0,5,165.0,9696.97,Hans Povlsensvej 9,9240,Nibe,North jutland,Jutland,1.75,3.31,4.79,E (Minimal),"Hans Povlsensvej 9, 9240 Nibe",8329.9287109375,16.411197058985934,Distant (>10km)
"Ã Strandvej 53, 5631 Ebberup",9.9735731,55.21773428,success,26353.34469176245,2024-04-09,2024Q2,21545,Summerhouse,regular_sale,1930,2800000,-7.0,3,120.0,23333.334,Ã Strandvej 53,5631,Ebberup,Fyn & islands,Fyn & islands,3.6,1.13,4.34,G/F (Pre-Insulation),"Ã Strandvej 53, 5631 Ebberup",7452.830078125,213.08018215605495,Distant (>10km)
"Katholm 317, 3670 Veksø Sjælland",12.23273498,55.75497382,success,6395.023249844402,2023-11-12,2023Q4,59137,Townhouse,regular_sale,1979,3840000,-1.0,5,154.0,24935.064,Katholm 317,3670,Veksø Sjælland,North Zealand,Zealand,3.6,3.31,4.79,D (Standard),"Katholm 317, 3670 Veksø Sjælland",17534.72265625,42.20392841079385,Nearby (5-10km)
"Præstholmvej 2, 4070 Kirke Hyllinge",11.84372605,55.68866689,success,20280.71312105136,2024-04-02,2024Q2,23498,Villa,regular_sale,1965,2022500,0.0,4,110.0,18386.363,Præstholmvej 2,4070,Kirke Hyllinge,Other islands,Zealand,3.6,1.13,4.34,E (Minimal),"Præstholmvej 2, 4070 Kirke Hyllinge",11818.181640625,55.57692240950905,Distant (>10km)
"Gelballevej 92, 6640 Lunderskov",9.37470222,55.47983375,success,23444.91756302887,2023-04-14,2023Q2,110524,Farm,regular_sale,1827,1500000,-3.0,5,163.0,9202.454,Gelballevej 92,6640,Lunderskov,South jutland,Jutland,2.6,3.31,4.79,G/F (Pre-Insulation),"Gelballevej 92, 6640 Lunderskov",8631.2470703125,6.617896887863263,Distant (>10km)
"Burmeistersgade 7, 5. th, 1429 København K",12.59819061,55.67537491,success,8720.694676442947,2024-06-03,2024Q2,7611,Apartment,regular_sale,1901,3150000,-3.0,2,46.0,68478.26,"Burmeistersgade 7, 5. th",1429,København K,"Capital, Copenhagen",Zealand,3.6,1.13,4.34,G/F (Pre-Insulation),"Burmeistersgade 7, 5. th, 1429 København K",41910.548828125,63.39146044908425,Nearby (5-10km)
"Tvedvej 164, 5700 Svendborg",10.62352692,55.08213616,success,26917.523056315706,2022-06-12,2022Q2,172677,Villa,regular_sale,1937,1800000,-5.0,4,114.0,15789.474,Tvedvej 164,5700,Svendborg,Fyn & islands,Fyn & islands,0.0,7.7,3.73,G/F (Pre-Insulation),"Tvedvej 164, 5700 Svendborg",12190.68896484375,29.52076521964545,Distant (>10km)
"Godthåbsvej 26, 9230 Svenstrup J",9.8461117,56.97288283,success,2676.4170673680974,2023-06-06,2023Q2,97584,Villa,regular_sale,1960,2875000,-4.0,5,169.0,17011.834,Godthåbsvej 26,9230,Svenstrup J,North jutland,Jutland,2.6,3.31,4.79,G/F (Pre-Insulation),"Godthåbsvej 26, 9230 Svenstrup J",10465.1162109375,62.55752579790056,Close (1-5km)
"Kværndrup Vænge 34, 5772 Kværndrup",10.56528512,55.16509341,success,23719.373378445765,2022-01-26,2022Q1,209022,Villa,regular_sale,1968,500000,0.0,4,100.0,5000.0,Kværndrup Vænge 34,5772,Kværndrup,Fyn & islands,Fyn & islands,0.0,7.7,3.73,E (Minimal),"Kværndrup Vænge 34, 5772 Kværndrup",6904.861083984375,-27.587247025181217,Distant (>10km)
"Egsmarkgårdvej 15, 8400 Ebeltoft",10.6505521,56.23335008,success,84088.85646232734,2022-05-05,2022Q2,182135,Summerhouse,regular_sale,2022,2935000,0.0,5,119.0,24663.865,Egsmarkgårdvej 15,8400,Ebeltoft,East & mid jutland,Jutland,0.0,7.7,3.73,B/A (High Efficiency),"Egsmarkgårdvej 15, 8400 Ebeltoft",12857.142578125,91.83006709700666,Distant (>10km)
"Lysholmparken 39, 4320 Lejre",11.955216,55.56183826,success,14555.069862871436,2023-11-13,2023Q4,58898,Villa,family_sale,2000,1800000,0.0,4,119.0,15126.051,Lysholmparken 39,4320,Lejre,Other islands,Zealand,3.6,3.31,4.79,C (Modern),"Lysholmparken 39, 4320 Lejre",15577.98095703125,-2.901083118716149,Distant (>10km)
"Bagsværd Hovedgade 116B, 4. a, 2880 Bagsværd",12.45586094,55.76082895,success,1433.0922661242312,2024-01-18,2024Q1,40070,Apartment,regular_sale,1969,1745000,-8.0,2,67.0,26044.775,"Bagsværd Hovedgade 116B, 4. a",2880,Bagsværd,"Capital, Copenhagen",Zealand,3.6,1.13,4.34,E (Minimal),"Bagsværd Hovedgade 116B, 4. a, 2880 Bagsværd",24680.1689453125,5.529161685790159,Close (1-5km)
"Skivevej 43, 7830 Vinderup",8.79728118,56.50430715,success,10207.223060706412,2023-04-07,2023Q2,111804,Villa,regular_sale,1939,1850000,-7.0,4,130.0,14230.77,Skivevej 43,7830,Vinderup,South jutland,Jutland,2.6,3.31,4.79,G/F (Pre-Insulation),"Skivevej 43, 7830 Vinderup",6374.835205078125,123.23352798067506,Distant (>10km)
"Fagerbo 17, 2640 Hedehusene",12.19408274,55.65884019,success,1192.296638080748,2022-03-13,2022Q1,196665,Townhouse,regular_sale,1984,2990000,-3.0,4,120.0,24916.666,Fagerbo 17,2640,Hedehusene,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,D (Standard),"Fagerbo 17, 2640 Hedehusene",18783.783203125,32.64988073052127,Close (1-5km)
"Mannehøj 82, 6600 Vejen",9.12431591,55.45822576,success,14102.08871298589,2022-07-07,2022Q3,166351,Villa,regular_sale,2007,2750000,-5.0,5,168.0,16369.048,Mannehøj 82,6600,Vejen,South jutland,Jutland,0.0,7.7,3.73,C (Modern),"Mannehøj 82, 6600 Vejen",8537.16064453125,91.73878216814644,Distant (>10km)
"Bøstrupvej 37, 4270 Høng",11.2592831,55.482523,success,44020.12038549972,2024-07-10,2024Q3,1080499,Villa,regular_sale,1898,1095000,0.0,3,93.0,11774.193,Bøstrupvej 37,4270,Høng,Other islands,Zealand,3.35,1.13,4.34,G/F (Pre-Insulation),"Bøstrupvej 37, 4270 Høng",8750.0,34.56220982142857,Distant (>10km)
"Krageholmsvej 15, 4736 Karrebæksminde",11.67087392,55.16568842,success,59219.55755801972,2022-09-08,2022Q3,153664,Summerhouse,regular_sale,1975,1995000,0.0,4,90.0,22166.666,Krageholmsvej 15,4736,Karrebæksminde,Other islands,Zealand,0.0,7.7,3.73,E (Minimal),"Krageholmsvej 15, 4736 Karrebæksminde",15102.041015625,46.77927303131238,Distant (>10km)
"Rishøjvej 48, 3200 Helsinge",12.18736694,55.99236649,success,2784.7492764019385,2022-08-07,2022Q3,160756,Villa,regular_sale,1967,2395000,0.0,3,103.0,23252.428,Rishøjvej 48,3200,Helsinge,North Zealand,Zealand,0.0,7.7,3.73,E (Minimal),"Rishøjvej 48, 3200 Helsinge",14260.2041015625,63.0581692153145,Close (1-5km)
"Nørrebystrand 11, 5400 Bogense",10.24122799,55.60268453,success,19481.961052247218,2022-06-10,2022Q2,173043,Farm,regular_sale,1780,4200000,-7.0,9,278.0,15107.914,Nørrebystrand 11,5400,Bogense,Fyn & islands,Fyn & islands,0.0,7.7,3.73,G/F (Pre-Insulation),"Nørrebystrand 11, 5400 Bogense",9794.48193359375,54.24924120470217,Distant (>10km)
"Nørregade 96, st, 5592 Ejby",9.93958335,55.43483029,success,11078.463664746876,2023-08-13,2023Q3,78774,Apartment,regular_sale,1904,8000000,0.0,3,146.0,54794.52,"Nørregade 96, st",5592,Ejby,Fyn & islands,Fyn & islands,3.1,3.31,4.79,G/F (Pre-Insulation),"Nørregade 96, st, 5592 Ejby",6769.7705078125,709.3999562912159,Distant (>10km)
"Alssundvej 2, 6400 Sønderborg",9.76649027,54.91376767,success,23181.60916729088,2023-02-02,2023Q1,126051,Villa,regular_sale,1964,3650000,-4.0,9,190.0,19210.525,Alssundvej 2,6400,Sønderborg,South jutland,Jutland,1.75,3.31,4.79,E (Minimal),"Alssundvej 2, 6400 Sønderborg",10489.32080078125,83.14365396465126,Distant (>10km)
"Mølleparken 384, 7190 Billund",9.09729777,55.73055081,success,44394.14745667593,2023-12-27,2023Q4,46204,Villa,regular_sale,1980,2495000,0.0,5,130.0,19192.309,Mølleparken 384,7190,Billund,South jutland,Jutland,3.6,3.31,4.79,D (Standard),"Mølleparken 384, 7190 Billund",14951.36279296875,28.3649447846698,Distant (>10km)
"Sandkrogen 32, 2800 Kongens Lyngby",12.47703106,55.76751339,success,807.720352940962,2023-03-27,2023Q1,114378,Townhouse,regular_sale,1957,7150000,0.0,4,133.0,53759.4,Sandkrogen 32,2800,Kongens Lyngby,"Capital, Copenhagen",Zealand,1.75,3.31,4.79,G/F (Pre-Insulation),"Sandkrogen 32, 2800 Kongens Lyngby",28964.125,85.60684445844645,Immediate (<1km)
"Pilevej 3, 8660 Skanderborg",9.95209567,56.03989334,success,67360.52204286019,2024-08-15,2024Q3,148102,Villa,regular_sale,1969,3350000,-4.0,5,159.0,21069.182,Pilevej 3,8660,Skanderborg,East & mid jutland,Jutland,3.35,1.13,4.34,E (Minimal),"Pilevej 3, 8660 Skanderborg",13685.7138671875,53.95018371047421,Distant (>10km)
"Høgevej 192, 8560 Kolind",10.55426856,56.32981021,success,71961.01076944369,2022-08-30,2022Q3,155868,Summerhouse,regular_sale,1979,650000,-7.0,4,74.0,8783.784,Høgevej 192,8560,Kolind,East & mid jutland,Jutland,0.0,7.7,3.73,D (Standard),"Høgevej 192, 8560 Kolind",7278.74755859375,20.677137226950652,Distant (>10km)
"Bellisvej 37, 6700 Esbjerg",8.47534774,55.46592144,success,42950.61153599217,2024-08-31,2024Q3,88226,Villa,family_sale,1961,551200,0.0,3,65.0,8480.0,Bellisvej 37,6700,Esbjerg,South jutland,Jutland,3.35,1.13,4.34,E (Minimal),"Bellisvej 37, 6700 Esbjerg",15277.77734375,-44.494543877685906,Distant (>10km)
"Niels Finsens Alle 88, 2860 Søborg",12.51342789,55.73703003,success,1531.8658300896095,2023-04-15,2023Q2,110424,Villa,regular_sale,1903,8661000,2.0,6,152.0,56980.26,Niels Finsens Alle 88,2860,Søborg,"Capital, Copenhagen",Zealand,2.6,3.31,4.79,G/F (Pre-Insulation),"Niels Finsens Alle 88, 2860 Søborg",25953.947265625,119.54372156029673,Close (1-5km)
"Salomons Brink 2, 5683 Haarby",10.11744126,55.2144973,success,25148.845672422765,2022-06-06,2022Q2,174180,Villa,regular_sale,1973,1300000,-13.0,4,150.0,8666.667,Salomons Brink 2,5683,Haarby,Fyn & islands,Fyn & islands,0.0,7.7,3.73,E (Minimal),"Salomons Brink 2, 5683 Haarby",6801.639404296875,27.42026557174452,Distant (>10km)
"Mølletoften 4, 6630 Rødding",9.1515794,55.42045602,success,10198.24876998073,2023-12-18,2023Q4,48679,Villa,regular_sale,1962,850000,0.0,7,136.0,6250.0,Mølletoften 4,6630,Rødding,South jutland,Jutland,3.6,3.31,4.79,E (Minimal),"Mølletoften 4, 6630 Rødding",5833.33349609375,7.142854153380185,Distant (>10km)
"Dalby Alle 16, 9230 Svenstrup J",9.88275918,56.98971972,success,3954.674709019112,2024-05-26,2024Q2,9853,Villa,regular_sale,1962,1475000,0.0,5,107.0,13785.047,Dalby Alle 16,9230,Svenstrup J,North jutland,Jutland,3.6,1.13,4.34,E (Minimal),"Dalby Alle 16, 9230 Svenstrup J",10465.1162109375,31.72378210757671,Close (1-5km)
"Brogårdsvej 43, 6880 Tarm",8.49782709,55.90533547,success,13673.097698031,2022-03-09,2022Q1,197399,Villa,regular_sale,1980,775000,0.0,4,120.0,6458.3335,Brogårdsvej 43,6880,Tarm,South jutland,Jutland,0.0,7.7,3.73,D (Standard),"Brogårdsvej 43, 6880 Tarm",6435.6435546875,0.3525667823806592,Distant (>10km)
"Margretheholmsvej 70, 3. tv, 1432 København K",12.61554821,55.6864719,success,8272.661698963113,2023-02-28,2023Q1,120520,Apartment,regular_sale,2014,4500000,0.0,4,92.0,48913.043,"Margretheholmsvej 70, 3. tv",1432,København K,"Capital, Copenhagen",Zealand,1.75,3.31,4.79,B/A (High Efficiency),"Margretheholmsvej 70, 3. tv, 1432 København K",41910.548828125,16.708190029536958,Nearby (5-10km)
"Byhøjdalen 61, 8380 Trige",10.16107114,56.25568265,success,60371.0771376109,2022-11-22,2022Q4,138196,Villa,regular_sale,2019,4150000,-1.0,5,158.0,26265.822,Byhøjdalen 61,8380,Trige,East & mid jutland,Jutland,0.65,7.7,3.73,B/A (High Efficiency),"Byhøjdalen 61, 8380 Trige",14019.01806640625,87.35850215191424,Distant (>10km)
"Vindelevgård 99, 7830 Vinderup",8.78906867,56.47534612,success,7349.6168101792355,2024-09-19,2024Q3,40657,Villa,regular_sale,1976,1775000,-4.0,8,172.0,10319.768,Vindelevgård 99,7830,Vinderup,South jutland,Jutland,3.35,1.13,4.34,E (Minimal),"Vindelevgård 99, 7830 Vinderup",6374.835205078125,61.88289181035432,Nearby (5-10km)
"Rødslet 63A, 9430 Vadum",9.85847359,57.12125653,success,8157.581428023509,2022-12-11,2022Q4,135023,Townhouse,regular_sale,1968,595000,0.0,2,59.0,10084.746,Rødslet 63A,9430,Vadum,North jutland,Jutland,0.65,7.7,3.73,E (Minimal),"Rødslet 63A, 9430 Vadum",8653.845703125,16.53484981952343,Nearby (5-10km)
"Nis Petersens Gård 6, 2. th, 7400 Herning",8.97367644,56.13794862,success,23462.28126457373,2024-04-08,2024Q2,22082,Apartment,regular_sale,2015,2600000,-2.0,3,109.0,23853.21,"Nis Petersens Gård 6, 2. th",7400,Herning,South jutland,Jutland,3.6,1.13,4.34,B/A (High Efficiency),"Nis Petersens Gård 6, 2. th, 7400 Herning",10933.69970703125,118.16230166043853,Distant (>10km)
"Milanovej 4, 2. th, 2300 København S",12.62327333,55.66113838,success,10876.24900945555,2023-02-14,2023Q1,123743,Apartment,regular_sale,1932,2450000,-2.0,2,58.0,42241.38,"Milanovej 4, 2. th",2300,København S,"Capital, Copenhagen",Zealand,1.75,3.31,4.79,G/F (Pre-Insulation),"Milanovej 4, 2. th, 2300 København S",35377.359375,19.402294723275965,Distant (>10km)
"Gørlev Landevej 16, 4270 Høng",11.26231999,55.50520767,success,44916.54555956055,2023-08-06,2023Q3,80401,Farm,regular_sale,2020,307003,0.0,5,246.0,1247.9796,Gørlev Landevej 16,4270,Høng,Other islands,Zealand,3.1,3.31,4.79,B/A (High Efficiency),"Gørlev Landevej 16, 4270 Høng",8750.0,-85.73737583705358,Distant (>10km)
"Drosselvang 1, 3450 Allerød",12.3594869,55.88349894,success,12220.717700642694,2023-01-26,2023Q1,127488,Villa,regular_sale,1966,4995000,0.0,6,168.0,29732.143,Drosselvang 1,3450,Allerød,North Zealand,Zealand,1.75,3.31,4.79,E (Minimal),"Drosselvang 1, 3450 Allerød",21500.0,38.289035247093025,Distant (>10km)
"Haverslevvej 77, 9520 Skørping",9.7498025,56.8200308,success,4037.273481176024,2022-12-26,2022Q4,132298,Villa,regular_sale,1948,1100000,-12.0,5,120.0,9166.667,Haverslevvej 77,9520,Skørping,North jutland,Jutland,0.65,7.7,3.73,G/F (Pre-Insulation),"Haverslevvej 77, 9520 Skørping",7941.17626953125,15.43210578712652,Close (1-5km)
"Fanøvej 4, 4800 Nykøbing F",11.88699339,54.75344214,success,73232.13494462491,2023-06-18,2023Q2,94328,Villa,regular_sale,1964,2100000,-2.0,6,178.0,11797.753,Fanøvej 4,4800,Nykøbing F,Other islands,Zealand,2.6,3.31,4.79,E (Minimal),"Fanøvej 4, 4800 Nykøbing F",9230.76953125,27.808985911165824,Distant (>10km)
"Langkær Vænge 39, 3500 Værløse",12.37920139,55.78863311,success,2894.7291042360707,2023-11-29,2023Q4,54188,Townhouse,regular_sale,1971,5995000,0.0,4,145.0,41344.83,Langkær Vænge 39,3500,Værløse,North Zealand,Zealand,3.6,3.31,4.79,E (Minimal),"Langkær Vænge 39, 3500 Værløse",24581.005859375,68.19827618743035,Close (1-5km)
"Rengegade 14B, 4660 Store Heddinge",12.38910604,55.30772464,success,37308.52640525722,2022-05-04,2022Q2,182174,Townhouse,regular_sale,1883,1825000,-4.0,3,78.0,23397.436,Rengegade 14B,4660,Store Heddinge,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Rengegade 14B, 4660 Store Heddinge",9318.181640625,151.09443504372018,Distant (>10km)
"Digestien 157L, 4970 Rødby",11.32902063,54.66804104,success,41966.75128797212,2022-07-24,2022Q3,163281,Summerhouse,regular_sale,2003,1700000,-3.0,4,103.0,16504.854,Digestien 157L,4970,Rødby,Other islands,Zealand,0.0,7.7,3.73,C (Modern),"Digestien 157L, 4970 Rødby",7050.505126953125,134.09462468907628,Distant (>10km)
"Rødtjørnvej 41, 8471 Sabro",10.04170182,56.2081571,success,60419.58626953331,2023-10-15,2023Q4,66616,Villa,regular_sale,2007,4300000,-1.0,5,178.0,24157.303,Rødtjørnvej 41,8471,Sabro,East & mid jutland,Jutland,3.6,3.31,4.79,C (Modern),"Rødtjørnvej 41, 8471 Sabro",12140.63623046875,98.97888607969837,Distant (>10km)
"Kantorvænget 9, 2. 199, 8240 Risskov",10.205438,56.19972845,success,66951.99232907404,2022-08-17,2022Q3,158690,Apartment,regular_sale,1977,1800000,-7.0,2,72.0,25000.0,"Kantorvænget 9, 2. 199",8240,Risskov,East & mid jutland,Jutland,0.0,7.7,3.73,D (Standard),"Kantorvænget 9, 2. 199, 8240 Risskov",23302.46875,7.284769988158443,Distant (>10km)
"Willy Brandts Vej 1, st. tv, 2450 København SV",12.56253744,55.65728776,success,9910.218732461984,2023-05-01,2023Q2,106398,Apartment,regular_sale,2018,6300000,0.0,3,111.0,56756.758,"Willy Brandts Vej 1, st. tv",2450,København SV,"Capital, Copenhagen",Zealand,2.6,3.31,4.79,B/A (High Efficiency),"Willy Brandts Vej 1, st. tv, 2450 København SV",39639.640625,43.18181728596335,Nearby (5-10km)
"Uglevej 13, st. th, 2400 København NV",12.5258658,55.70394367,success,4578.768612374776,2022-06-22,2022Q2,170055,Apartment,regular_sale,1936,2000000,-5.0,2,53.0,37735.848,"Uglevej 13, st. th",2400,København NV,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Uglevej 13, st. th, 2400 København NV",31250.0,20.7547125,Close (1-5km)
"Slugten 14, 9800 Hjørring",9.9789095,57.45184179,success,41255.950961191054,2022-07-02,2022Q3,167636,Villa,regular_sale,1972,2700000,-5.0,6,209.0,12918.66,Slugten 14,9800,Hjørring,North jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Slugten 14, 9800 Hjørring",9471.154296875,36.40006013324587,Distant (>10km)
"Falkevej 4, 9480 Løkken",9.72328813,57.38163414,success,36693.9757856699,2022-07-29,2022Q3,162251,Summerhouse,family_sale,1968,620500,0.0,4,49.0,12663.266,Falkevej 4,9480,Løkken,North jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Falkevej 4, 9480 Løkken",11023.1748046875,14.87857036989985,Distant (>10km)
"Nørregade 3, 1, 9850 Hirtshals",9.95684766,57.59045067,success,56694.875612543714,2023-05-21,2023Q2,101589,Villa,other_sale,1925,3463290,0.0,2,83.0,41726.387,"Nørregade 3, 1",9850,Hirtshals,North jutland,Jutland,2.6,3.31,4.79,G/F (Pre-Insulation),"Nørregade 3, 1, 9850 Hirtshals",6964.28564453125,499.14812298826246,Distant (>10km)
"Strandby Plads 1, 1. th, 6700 Esbjerg",8.43661831,55.47365826,success,42838.64075824331,2023-10-08,2023Q4,68522,Apartment,regular_sale,1939,900000,-5.0,2,59.0,15254.237,"Strandby Plads 1, 1. th",6700,Esbjerg,South jutland,Jutland,3.6,3.31,4.79,G/F (Pre-Insulation),"Strandby Plads 1, 1. th, 6700 Esbjerg",15277.77734375,-0.1540802600590983,Distant (>10km)
"Uglesti 7, 4305 Orø",11.82822594,55.79409232,success,25212.979508177992,2023-04-27,2023Q2,107133,Summerhouse,family_sale,1960,600000,0.0,3,45.0,13333.333,Uglesti 7,4305,Orø,Other islands,Zealand,2.6,3.31,4.79,G/F (Pre-Insulation),"Uglesti 7, 4305 Orø",9832.08984375,35.610365850024735,Distant (>10km)
"Ribevej 3, 7171 Uldum",9.57263731,55.83108533,success,55238.81377310467,2023-07-12,2023Q3,85278,Villa,regular_sale,1923,3405000,-3.0,7,292.0,11660.959,Ribevej 3,7171,Uldum,South jutland,Jutland,3.1,3.31,4.79,G/F (Pre-Insulation),"Ribevej 3, 7171 Uldum",7098.21435546875,64.28017527240394,Distant (>10km)
"Græsholmvænget 12, st, 5610 Assens",9.89976118,55.2790206,success,22544.50487522961,2024-06-23,2024Q2,2445,Apartment,regular_sale,2007,1600000,0.0,3,99.0,16161.616,"Græsholmvænget 12, st",5610,Assens,Fyn & islands,Fyn & islands,3.6,1.13,4.34,C (Modern),"Græsholmvænget 12, st, 5610 Assens",8225.087890625,96.49171444549059,Distant (>10km)
"Ligustervej 8, 8600 Silkeborg",9.47853445,56.15120179,success,43121.26570960718,2023-10-28,2023Q4,63130,Villa,regular_sale,1970,2525000,-5.0,5,136.0,18566.176,Ligustervej 8,8600,Silkeborg,East & mid jutland,Jutland,3.6,3.31,4.79,E (Minimal),"Ligustervej 8, 8600 Silkeborg",14794.48193359375,25.493923103125937,Distant (>10km)
"Parkvej 33, st, 7400 Herning",8.99171514,56.13617352,success,24037.05697088189,2024-04-17,2024Q2,19341,Apartment,regular_sale,1936,1550000,-3.0,3,82.0,18902.44,"Parkvej 33, st",7400,Herning,South jutland,Jutland,3.6,1.13,4.34,G/F (Pre-Insulation),"Parkvej 33, st, 7400 Herning",10933.69970703125,72.88237247790158,Distant (>10km)
"Haslundparken 94, 9310 Vodskov",10.13247739,57.07199874,success,9679.74984987411,2024-06-30,2024Q2,1506191,Villa,regular_sale,1987,2100000,-3.0,6,168.0,12500.0,Haslundparken 94,9310,Vodskov,North jutland,Jutland,3.6,1.13,4.34,D (Standard),"Haslundparken 94, 9310 Vodskov",9772.7275390625,27.906973258349204,Nearby (5-10km)
"Rønhøjs Ager 14, 8300 Odder",10.1214616,55.97624311,success,59459.42218059459,2022-02-09,2022Q1,205473,Villa,regular_sale,2013,4495000,0.0,6,170.0,26441.176,Rønhøjs Ager 14,8300,Odder,East & mid jutland,Jutland,0.0,7.7,3.73,B/A (High Efficiency),"Rønhøjs Ager 14, 8300 Odder",12500.0,111.52940625000001,Distant (>10km)
"Kildehaven 78, 8520 Lystrup",10.22708388,56.23353434,success,64894.96876209989,2023-06-06,2023Q2,97513,Townhouse,regular_sale,1991,2100000,-2.0,3,81.0,25925.926,Kildehaven 78,8520,Lystrup,East & mid jutland,Jutland,2.6,3.31,4.79,D (Standard),"Kildehaven 78, 8520 Lystrup",17229.73046875,50.47203337436132,Distant (>10km)
"Nimbusparken 7, 2. 1, 2000 Frederiksberg",12.51520491,55.68033,success,6121.4111689819165,2022-02-24,2022Q1,201224,Apartment,regular_sale,2005,6995000,0.0,4,109.0,64174.312,"Nimbusparken 7, 2. 1",2000,Frederiksberg,"Capital, Copenhagen",Zealand,0.0,7.7,3.73,C (Modern),"Nimbusparken 7, 2. 1, 2000 Frederiksberg",36890.2421875,73.96012792170016,Nearby (5-10km)
"Højtoftevej 9, 7100 Vejle",9.57703861,55.79746895,success,52178.77908635928,2024-05-12,2024Q2,13195,Villa,regular_sale,1972,1285000,0.0,3,120.0,10708.333,Højtoftevej 9,7100,Vejle,South jutland,Jutland,3.6,1.13,4.34,E (Minimal),"Højtoftevej 9, 7100 Vejle",13125.0,-18.412700892857142,Distant (>10km)
"Humlebæk Strandvej 94, 3050 Humlebæk",12.53048928,55.9576629,success,16802.568195937823,2022-02-07,2022Q1,206043,Villa,regular_sale,1951,5225000,-5.0,4,113.0,46238.938,Humlebæk Strandvej 94,3050,Humlebæk,North Zealand,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Humlebæk Strandvej 94, 3050 Humlebæk",19350.283203125,138.9574199747763,Distant (>10km)
"Søbakkevej 4, 2. 2, 2640 Hedehusene",12.20735792,55.64423282,success,1252.426277535974,2022-11-23,2022Q4,137949,Apartment,regular_sale,2022,2500000,-4.0,3,72.0,34722.223,"Søbakkevej 4, 2. 2",2640,Hedehusene,"Capital, Copenhagen",Zealand,0.65,7.7,3.73,B/A (High Efficiency),"Søbakkevej 4, 2. 2, 2640 Hedehusene",18783.783203125,84.85212633029842,Close (1-5km)
